Role	Aly	Ath	Bdi	Cre	Gma	Ogl	Osa	Ptr	Sbi	Vvi	Zma
N-hydroxythioamide S-beta-glucosyltransferase (EC 2.4.1.195) in Trp, Phe, Tyr-derived glucosinolates biosynthesis	scaffold_102749.1	AT1G24100									
N-hydroxythioamide S-beta-glucosyltransferase (EC 2.4.1.195) in aliphatic glucosinolates biosynthesis	scaffold_401715.1	AT2G31790									
NAD kinase (EC 2.7.1.23)	fgenesh1_pg.C_scaffold_3002016|scaffold_102423.1	AT1G21640|AT3G21070	BRADI2G26930|BRADI2G61240|BRADI4G23450	CHLREDRAFT_123446|CHLREDRAFT_196779	GLYMA04G42450|GLYMA06G12350|GLYMA11G09930|GLYMA12G02270|GLYMA13G09936|GLYMA14G24545	ORGLA05G0128600|ORGLA11G0051300	OS01G0957000|OS11G0191400	POPTR_0001s26330|POPTR_0002s07890|POPTR_0005s20510|POPTR_0009s05610|POPTR_0009s05620	Sb03g046360|Sb05g005750|Sb09g019130	Vv06s0004g02410|Vv18s0001g01830	GRMZM2G046498|GRMZM2G059073|GRMZM2G071023|GRMZM2G138342
NAD synthetase (EC 6.3.1.5)	fgenesh2_kg.1__4517__AT1G55090.1	AT1G55090	BRADI1G29020	CHLREDRAFT_127918	GLYMA05G36610|GLYMA08G02950|GLYMA17G11901	ORGLA07G0036900	OS07G0167100	POPTR_0001s11020|POPTR_0003s14370	Sb02g009640	Vv02s0025g02150	GRMZM2G049588
NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	fgenesh2_kg.1__1397__AT1G12900.1|fgenesh2_kg.1__1453__AT1G13440.1|fgenesh2_kg.1__1781__AT1G16300.1|fgenesh2_kg.1__3701__AT1G42970.1|fgenesh2_kg.2__2251__AT1G79530.1|fgenesh2_kg.3__374__AT3G04120.1|fgenesh2_kg.5__423__AT3G26650.1	AT1G12900|AT1G13440|AT1G16300|AT1G42970|AT1G79530|AT3G04120|AT3G26650	BRADI1G32087|BRADI1G76470|BRADI3G05300|BRADI3G14040|BRADI3G14057|BRADI3G14120|BRADI5G12330	CHLREDRAFT_129019|CHLREDRAFT_140618|CHLREDRAFT_196442	GLYMA01G06203|GLYMA02G07595|GLYMA03G22790|GLYMA04G01750|GLYMA04G36860|GLYMA04G36870|GLYMA05G06420|GLYMA06G01850|GLYMA06G18110|GLYMA06G18120|GLYMA16G04940|GLYMA16G09020|GLYMA19G22780|GLYMA19G28240	ORGLA02G0050200|ORGLA02G0198200|ORGLA03G0021100|ORGLA04G0118700|ORGLA04G0137400|ORGLA06G0202000|ORGLA08G0010000	OS02G0171100|OS02G0601300|OS03G0129300|OS04G0459500|OS04G0486600|OS06G0666600|OS08G0126300	POPTR_0001s36290|POPTR_0002s00840|POPTR_0002s22600|POPTR_0005s27550|POPTR_0008s08340|POPTR_0010s17930|POPTR_0012s09570|POPTR_0014s13660|POPTR_0015s10330	Sb01g048470|Sb04g004750|Sb04g025120|Sb06g018880|Sb07g002220|Sb09g001600|Sb10g029860|Sb10g029870	Vv14s0006g03030|Vv14s0068g00680|Vv14s0171g00440|Vv17s0000g10430|Vv18s0122g00960|Vv19s0085g00600	GRMZM2G039723|GRMZM2G046804|GRMZM2G051004|GRMZM2G071630|GRMZM2G104632|GRMZM2G162845|GRMZM2G176307|GRMZM2G180625|GRMZM5G821433|GRMZM5G845611
NAD-dependent malic enzyme (EC 1.1.1.38)	fgenesh2_kg.3__3011__AT2G13560.1|scaffold_604240.1	AT2G13560|AT4G00570	BRADI1G27000|BRADI3G30230	CHLREDRAFT_196833	GLYMA03G01680|GLYMA03G24630|GLYMA07G08110|GLYMA09G39870|GLYMA18G46340	ORGLA07G0123300	OS07G0496200|OS10G0503500	POPTR_0002s13630|POPTR_0002s15740|POPTR_0014s04320|POPTR_0014s07570	Sb01g017790|Sb02g033920	Vv15s0021g00500|Vv15s0046g03670	GRMZM2G085747|GRMZM2G406672
NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 1, ND1		ATMG00516|ATMG01120|ATMG01275		AAB93446						Vv00s0396g00020	
NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 2, ND2		ATMG00285|ATMG01320									
NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 3, ND3	scaffold_303455.1	AT2G07751|ATMG00990			GLYMA11G35880			POPTR_0017s08400		Vv00s0873g00020	GRMZM5G876913
NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 4, ND4	fgenesh1_pm.C_scaffold_3002392	ATMG00580		AAB93441	GLYMA2031S50	ORGLA06G0290900|ORGLA12G0189500		POPTR_0005s23860	Sb03g020225	Vv00s0629g00020	GRMZM5G804358
NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 4L, ND4L	scaffold_603093.1	ATMG00650			GLYMA17G23845						GRMZM2G475482|GRMZM5G851708
NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 5, ND5		ATMG00060|ATMG00513|ATMG00665		AAB93442	GLYMA15G21361						GRMZM5G834128
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	fgenesh2_kg.3__863__AT3G08610.1	AT3G08610	BRADI2G22070		GLYMA09G40810|GLYMA18G44991	ORGLA05G0179000	OS05G0481600	POPTR_0016s14780	Sb09g023650	Vv11s0103g00270	GRMZM2G163468
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	scaffold_300273.1	AT3G03100	BRADI3G34557		GLYMA01G43850|GLYMA11G01320	ORGLA10G0149700	OS10G0579300	POPTR_0019s07810|POPTR_0019s07820	Sb01g027790	Vv16s0039g02180	GRMZM2G041028|GRMZM2G330213|GRMZM2G481222
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	fgenesh2_kg.1__400__AT1G04630.1|fgenesh2_kg.4__1318__AT2G33220.1	AT1G04630|AT2G33220	BRADI1G71700	CHLREDRAFT_194458	GLYMA10G25670|GLYMA20G20010	ORGLA03G0065000	OS03G0192400	POPTR_0001s14020|POPTR_0001s14030|POPTR_0003s17230|POPTR_0003s17240	Sb01g044350	Vv07s0005g04970	GRMZM2G004172|GRMZM2G070716|GRMZM2G443091
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	fgenesh2_kg.8__648__AT5G47890.1	AT5G47890	BRADI3G43190|BRADI5G05150	CHLREDRAFT_149240	GLYMA04G34960|GLYMA06G19750|GLYMA06G42425	ORGLA04G0054000		POPTR_0001s12590|POPTR_0003s15740	Sb09g005180	Vv01s0150g00570	GRMZM2G008464|GRMZM5G886688
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	fgenesh2_kg.8__1164__AT5G52840.1	AT5G52840	BRADI1G64250		GLYMA09G24070		OS03G0313000	POPTR_0004s07040|POPTR_0017s00950	Sb01g037220	Vv16s0050g01490	GRMZM2G018941|GRMZM2G051613
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	fgenesh2_kg.3__1289__AT3G12260.1	AT3G12260	BRADI1G19930		GLYMA13G26270|GLYMA15G37200	ORGLA07G0184800	OS07G0640100	POPTR_0001s06710	Sb03g018290	Vv13s0084g00610	GRMZM2G014382
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	fgenesh2_kg.3__631__AT3G06310.1|fgenesh2_kg.6__1900__AT5G18800.1	AT3G06310|AT5G18800	BRADI1G65310		GLYMA01G34660|GLYMA03G02490	ORGLA03G0133000	OS03G0295500	POPTR_0008s20110|POPTR_0010s02690	Sb01g038290	Vv05s0020g02150	GRMZM2G006085
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9	fgenesh2_kg.3__3564__AT2G20360.1	AT2G20360	BRADI3G55340	CHLREDRAFT_186185	GLYMA13G18950	ORGLA02G0325100	OS02G0816800	POPTR_0002s25720|POPTR_0014s18680	Sb04g037200	Vv07s0005g04440	GRMZM2G143651
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	fgenesh2_kg.1__4010__AT1G49140.1|fgenesh2_kg.3__2043__AT3G18410.1	AT1G49140|AT3G18410	BRADI3G34360		GLYMA07G10170|GLYMA13G33410	ORGLA10G0146900	OS10G0576000	POPTR_0012s05350|POPTR_0015s06500	Sb01g028100	Vv17s0000g03730	GRMZM2G173277|GRMZM2G456603
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2	fgenesh2_kg.2__1902__AT1G76200.1	AT1G76200	BRADI1G30060		GLYMA11G10570|GLYMA12G02870	ORGLA05G0016400|ORGLA06G0236100	OS05G0122900|OS06G0725400	POPTR_0002s01410|POPTR_0005s26990		Vv18s0001g00230	GRMZM2G106607|GRMZM2G181269
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	fgenesh2_kg.1__1574__AT1G14450.1|fgenesh2_kg.5__156__AT2G02510.1	AT1G14450|AT2G02510	BRADI3G46130		GLYMA17G00601		OS02G0564200	POPTR_0004s23900	Sb04g023240	Vv12s0035g01940	GRMZM2G421234
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	fgenesh2_kg.5__120__AT2G02050.1	AT2G02050	BRADI1G76450		GLYMA14G17025|GLYMA20G24280	ORGLA03G0021600	OS03G0129900	POPTR_0008s14130|POPTR_0010s11010	Sb01g048410	Vv01s0137g00010	GRMZM2G137312
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8	fgenesh2_kg.8__32__AT5G47570.1	AT5G47570	BRADI3G32900		GLYMA05G04510|GLYMA17G14940	ORGLA10G0130200	OS10G0551600	POPTR_0001s00430	Sb01g029640|Sb09g008006	Vv02s0154g00330	AC234161.1_FG010
NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	scaffold_700658.1	AT4G34700	BRADI1G35080		GLYMA04G01000|GLYMA06G01030	ORGLA06G0230300	OS06G0714100	POPTR_0004s16990|POPTR_0009s12750	Sb10g030030	Vv03s0038g00720	GRMZM2G115621
NADH dehydrogenase [ubiquinone] flavoprotein 1 (EC 1.6.5.3) (EC 1.6.99.3)	fgenesh2_kg.6__826__AT5G08530.1	AT5G08530	BRADI1G53800	CHLREDRAFT_186342	GLYMA02G00590|GLYMA10G00820	ORGLA07G0188200	OS07G0645400	POPTR_0008s17790|POPTR_0010s06750	Sb02g041180	Vv12s0121g00370|Vv19s0027g00780	GRMZM2G024484|GRMZM2G040209
NADH dehydrogenase [ubiquinone] flavoprotein 2 (EC 1.6.5.3) (EC 1.6.99.3)	fgenesh2_kg.6__3438__AT4G02580.1	AT4G02580	BRADI2G20370	CHLREDRAFT_127317	GLYMA13G44380|GLYMA15G00900	ORGLA05G0194100|ORGLA08G0202800	OS05G0509200	POPTR_0002s04610|POPTR_0005s23950	Sb09g025020	Vv07s0141g00240	GRMZM2G097040
NADH dehydrogenase [ubiquinone] iron-sulfur protein 1 (EC 1.6.5.3) (EC 1.6.99.3)	scaffold_703629.1	AT5G37510	BRADI1G11520	CHLREDRAFT_79362	GLYMA11G33480|GLYMA18G04730		OS03G0713400	POPTR_0004s08110|POPTR_0017s02330|POPTR_0017s02340	Sb01g010210	Vv14s0006g02020	GRMZM2G126038|GRMZM2G145854
NADH dehydrogenase [ubiquinone] iron-sulfur protein 2 (EC 1.6.5.3) (EC 1.6.99.3)		ATMG00510		CHLREDRAFT_185013	GLYMA0776S50					Vv00s0246g00070|Vv00s0246g00080|Vv00s0332g00160	GRMZM5G856027|GRMZM5G889138
NADH dehydrogenase [ubiquinone] iron-sulfur protein 3 (EC 1.6.5.3) (EC 1.6.99.3)		ATMG00070		CHLREDRAFT_182980	GLYMA1246S00210						GRMZM2G442129|GRMZM5G839924
NADH dehydrogenase [ubiquinone] iron-sulfur protein 4	fgenesh1_pg.C_scaffold_8002585	AT5G67590	BRADI1G23160	CHLREDRAFT_184606	GLYMA05G22510|GLYMA17G17360	ORGLA07G0155700	OS07G0585800	POPTR_0002s11860|POPTR_0007s14910	Sb02g037780	Vv07s0151g00140|Vv07s0151g00490	GRMZM2G396397
NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	fgenesh2_kg.5__2773__AT3G62790.1|scaffold_403745.1	AT2G47690|AT3G62790	BRADI3G44590		GLYMA03G37250|GLYMA19G39860	ORGLA08G0187200	OS08G0556600	POPTR_0002s20620|POPTR_0014s12410	Sb07g024460	Vv05s0077g02340	GRMZM2G149414
NADH dehydrogenase [ubiquinone] iron-sulfur protein 6	scaffold_300262.1	AT3G03070	BRADI3G16290	CHLREDRAFT_188142	GLYMA11G09730	ORGLA08G0031400	OS08G0161700	POPTR_0013s07910	Sb07g004130	Vv16s0039g02120	GRMZM2G059556|GRMZM2G171236
NADH dehydrogenase [ubiquinone] iron-sulfur protein 7 (EC 1.6.5.3) (EC 1.6.99.3)	fgenesh2_kg.6__1148__AT5G11770.1	AT5G11770	BRADI2G18790|BRADI2G48410	CHLREDRAFT_139850	GLYMA04G05340|GLYMA06G05410|GLYMA14G10680	ORGLA01G0239400	OS01G0720300|OS05G0533700	POPTR_0018s05030	Sb03g033090|Sb09g026580	Vv04s0008g00830	GRMZM2G042034|GRMZM2G069061|GRMZM5G878308
NADH dehydrogenase [ubiquinone] iron-sulfur protein 8 (EC 1.6.5.3) (EC 1.6.99.3)	fgenesh1_pm.C_scaffold_9000098|fgenesh2_kg.1__1820__AT1G16700.1|scaffold_202880.1	AT1G16700|AT1G79010|ATCG01090	BRADI1G07150	CHLREDRAFT_132909	GLYMA05G34890|GLYMA13G31520|GLYMA15G07790|GLYMA18G32231	ORGLA03G0328600|ORGLA03G0394200|ORGLA06G0250000|ORGLA06G0259300|ORGLA06G0271600|ORGLA07G0094700|ORGLA08G0208500|ORGLA10G0159900|ORGLA11G0197000	OS03G0774200	POPTR_0004s16230|POPTR_0009s11880	Sb01g006640	Vv03s0063g02550	AC195340.3_FG002|GRMZM2G072806|GRMZM5G866223|GRMZM5G896790
NADH kinase (EC 2.7.1.86)	fgenesh1_pg.C_scaffold_3002016|fgenesh2_kg.2__2153__AT1G78590.1	AT1G78590|AT3G21070	BRADI2G26930|BRADI2G61240|BRADI4G28380	CHLREDRAFT_123446	GLYMA11G09930|GLYMA12G02270|GLYMA12G36270|GLYMA13G33980	ORGLA05G0128600|ORGLA09G0048100	OS01G0957000|OS09G0345700	POPTR_0001s26330|POPTR_0009s05610|POPTR_0009s05620|POPTR_0011s10590	Sb02g022560|Sb03g046360|Sb09g019130	Vv06s0004g02410|Vv19s0014g00330	GRMZM2G006678|GRMZM2G059073|GRMZM2G138342
NADH pyrophosphatase (EC 3.6.1.22)	fgenesh1_pm.C_scaffold_1001564|fgenesh1_pm.C_scaffold_7001349|fgenesh2_kg.6__2041__AT5G20070.1	AT1G18300|AT4G25434|AT5G20070	BRADI1G51060	CHLREDRAFT_117836	GLYMA02G47000|GLYMA05G08460|GLYMA06G24780|GLYMA08G44230|GLYMA17G12550|GLYMA18G08511	ORGLA06G0026100	OS06G0141166	POPTR_0001s37670|POPTR_0006s15900|POPTR_0006s15910|POPTR_0012s04140|POPTR_0018s06610|POPTR_0018s06620	Sb10g002780	Vv11s0016g04950|Vv19s0015g00550	GRMZM2G404897
NADH-dependent hydroxypyruvate reductase (EC 1.1.1.29)	fgenesh2_kg.2__1052__AT1G68010.1	AT1G68010	BRADI3G00330	CHLREDRAFT_128310		ORGLA02G0000900	OS02G0101500	POPTR_0004s18190	Sb04g000320	Vv03s0038g02510	GRMZM2G074282
NADP-dependent malic enzyme (EC 1.1.1.40)	fgenesh2_kg.6__1139__AT5G11670.1|fgenesh2_kg.6__2574__AT5G25880.1|scaffold_203099.1|scaffold_303858.1	AT1G79750|AT2G19900|AT5G11670|AT5G25880	BRADI2G05620|BRADI2G33450|BRADI2G48570|BRADI2G49530|BRADI2G49540	CHLREDRAFT_126820|CHLREDRAFT_147722|CHLREDRAFT_196831|CHLREDRAFT_196832	GLYMA0175S50|GLYMA01G01180|GLYMA04G09110|GLYMA05G35800|GLYMA06G09220|GLYMA07G01851|GLYMA08G03840|GLYMA08G21530|GLYMA13G43130|GLYMA15G02230|GLYMA15G38780|GLYMA16G08460	ORGLA01G0053900|ORGLA01G0241300|ORGLA01G0249000|ORGLA02G0232600|ORGLA05G0051000	OS01G0188400|OS01G0723400|OS01G0743500|OS02G0665000|OS05G0186300	POPTR_0001s10760|POPTR_0001s19050|POPTR_0003s04770|POPTR_0006s25280|POPTR_0018s08250|POPTR_0018s09380	Sb03g003220|Sb03g003230|Sb03g033250|Sb03g034280|Sb05g021742|Sb05g021744|Sb09g005810	Vv02s0012g02460|Vv04s0008g00180|Vv09s0002g03620|Vv11s0016g03210	GRMZM2G085019|GRMZM2G118770|GRMZM2G122479|GRMZM2G159724|GRMZM2G404237|GRMZM5G886257
NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	fgenesh2_kg.1__4244__AT1G51720.1	AT1G51720	BRADI2G41130		GLYMA07G01510|GLYMA08G20930|GLYMA09G28010	ORGLA01G0159900	OS01G0558200	POPTR_0001s20670	Sb03g025320	Vv09s0002g02530	GRMZM2G015289
NADPH-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.13)	fgenesh2_kg.1__1397__AT1G12900.1|fgenesh2_kg.1__3701__AT1G42970.1|fgenesh2_kg.5__423__AT3G26650.1	AT1G12900|AT1G42970|AT3G26650	BRADI1G76470|BRADI5G12330	CHLREDRAFT_129019|CHLREDRAFT_140618|CHLREDRAFT_196442	GLYMA01G06203|GLYMA02G07595|GLYMA04G01750|GLYMA06G01850|GLYMA16G04940|GLYMA19G28240	ORGLA03G0021100|ORGLA04G0118700	OS03G0129300|OS04G0459500	POPTR_0002s00840|POPTR_0002s22600|POPTR_0005s27550|POPTR_0014s13660	Sb01g048470|Sb06g018880	Vv14s0068g00680|Vv18s0122g00960	GRMZM2G039723|GRMZM2G162845|GRMZM5G821433|GRMZM5G845611
NUDIX hydrolase, NAD diphosphatase (EC 3.6.1.22)	fgenesh1_pm.C_scaffold_3002277|fgenesh1_pm.C_scaffold_9000115|fgenesh2_kg.8__25__AT5G47650.1	AT2G04450|AT4G12720|AT5G47650			GLYMA09G01660|GLYMA15G12580			POPTR_0014s16640			
Naphthoate synthase (EC 4.1.3.36)	fgenesh2_kg.2__407__AT1G60550.1	AT1G60550	BRADI2G45757	CHLREDRAFT_112040	GLYMA08G39350|GLYMA18G19503	ORGLA01G0208200	OS01G0662700	POPTR_0001s33750	Sb04g003790	Vv01s0127g00420	GRMZM2G060156
Nicotinamidase (EC 3.5.1.19) of PncA family, nonfunctional	Al_scaffold_0003_1687	AT3G16190	BRADI3G10240	CHLREDRAFT_103992	GLYMA07G02130|GLYMA08G21781|GLYMA08G21790	ORGLA02G0109200|ORGLA02G0109400	OS02G0276200|OS02G0276400	POPTR_0001s18650|POPTR_0003s05020	Sb04g010640|Sb04g010650	Vv09s0002g04140|Vv09s0002g04150	GRMZM2G049021
Nicotinamidase (EC 3.5.1.19), plant/cyanobacterial family	fgenesh2_kg.6__2315__AT5G23230.1|scaffold_400208.1	AT2G22570|AT5G23220|AT5G23230	BRADI3G48140|BRADI5G16250		GLYMA08G38211|GLYMA09G42000	ORGLA02G0202600|ORGLA04G0163600	OS02G0606800|OS04G0525800	POPTR_0005s19110|POPTR_0022s00270	Sb04g025370|Sb06g023110	Vv10s0042g01020	GRMZM2G128880|GRMZM2G362413
Nicotinamide-nucleotide adenylyltransferase (EC 2.7.7.1), eukaryotic PNAT family	fgenesh2_kg.8__1479__AT5G55810.1	AT5G55810		CHLREDRAFT_102803	GLYMA02G47011|GLYMA19G27001						
Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	Al_scaffold_0007_328|fgenesh2_kg.4__272__AT2G23420.1	AT2G23420|AT4G36940	BRADI1G02490|BRADI5G10140		GLYMA01G39440|GLYMA05G19580|GLYMA11G05820|GLYMA17G19660	ORGLA03G0370400|ORGLA04G0098800	OS03G0837300|OS04G0429800	POPTR_0005s18300|POPTR_0007s10870	Sb01g002020|Sb06g016780	Vv07s0031g00460	GRMZM2G046583|GRMZM2G177561|GRMZM2G391511|GRMZM5G862488
Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18), eukaryotic PNAT family	fgenesh2_kg.8__1479__AT5G55810.1	AT5G55810		CHLREDRAFT_102803	GLYMA02G47011|GLYMA19G27001						
Non-phosphorylating glyceraldehyde-3-phosphate dehydrogenase (NADP) (EC 1.2.1.9)	fgenesh2_kg.4__343__AT2G24270.1	AT2G24270	BRADI3G36930	CHLREDRAFT_102889	GLYMA02G36370|GLYMA14G13125|GLYMA17G08310|GLYMA17G33340	ORGLA08G0140800	OS08G0440800	POPTR_0006s20090|POPTR_0018s02400|POPTR_0018s11820	Sb07g021630	Vv04s0008g05810|Vv11s0037g00070	GRMZM2G035268
Nucleoside diphosphate kinase (EC 2.7.4.6)	fgenesh1_pm.C_scaffold_5000253|fgenesh2_kg.6__2926__AT4G09320.1|fgenesh2_kg.6__3074__AT4G11010.1|fgenesh2_kg.7__1907__AT4G23900.1|fgenesh2_kg.8__2331__AT5G63310.1	AT4G09320|AT4G11010|AT4G23895|AT4G23900|AT5G63310	BRADI2G14210|BRADI3G33570|BRADI4G05300	CHLREDRAFT_180172|CHLREDRAFT_58944	GLYMA03G25820|GLYMA05G03010|GLYMA05G36900|GLYMA07G13710|GLYMA07G29046|GLYMA08G02630|GLYMA14G33381|GLYMA17G13670|GLYMA20G08845	ORGLA05G0245100|ORGLA10G0138700|ORGLA12G0132800	OS05G0595400|OS10G0563700|OS12G0548300	POPTR_0002s13970|POPTR_0003s14050|POPTR_0012s09540|POPTR_0014s04880	Sb01g028830|Sb08g017600|Sb09g030840	Vv15s0021g01330|Vv17s0000g10280	GRMZM2G001524|GRMZM2G013478|GRMZM2G125893|GRMZM2G134797|GRMZM5G833747
O-succinylbenzoate synthase (EC 4.2.1.113)	scaffold_201744.1	AT1G68890		CHLREDRAFT_74221	GLYMA0103S50|GLYMA03G01364|GLYMA11G36261			POPTR_0010s14560		Vv01s0010g00820|Vv01s0010g00870	
O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	fgenesh1_pm.C_scaffold_1002472	AT1G30520						POPTR_0011s16700		Vv10s0003g04940	
Oleoyl-[acyl carrier protein] thioesterase (EC 3.1.2.14)	fgenesh1_pm.C_scaffold_9000057|fgenesh2_kg.3__2717__AT3G25110.1|scaffold_100878.1	AT1G08510|AT3G25110|AT4G13050	BRADI1G36950|BRADI1G51170|BRADI4G34500		GLYMA04G21910|GLYMA05G08060|GLYMA06G23560|GLYMA08G46360|GLYMA17G12940|GLYMA18G36130	ORGLA02G0220900|ORGLA06G0028000|ORGLA06G0165400|ORGLA09G0120700|ORGLA11G0176400	OS02G0644700|OS06G0143400|OS06G0596300|OS09G0505300|OS11G0659500	POPTR_0002s24700|POPTR_0006s16060|POPTR_0018s06290	Sb02g029190|Sb02g029200|Sb04g007290|Sb10g002990|Sb10g023190	Vv00s0245g00050|Vv00s2731g00010|Vv11s0016g04480	GRMZM2G007489|GRMZM2G079308|GRMZM2G102878|GRMZM2G143955|GRMZM2G406603|GRMZM5G829544
Omega-3 fatty acid desaturase (EC 1.14.19.-)	fgenesh2_kg.3__1157__AT3G11170.1|fgenesh2_kg.4__967__AT2G29980.1|fgenesh2_kg.6__487__AT5G05580.1	AT2G29980|AT3G11170|AT5G05580	BRADI1G16580|BRADI1G65580|BRADI4G45037	CHLREDRAFT_56237	GLYMA01G29630|GLYMA02G39230|GLYMA03G07570|GLYMA07G18350|GLYMA11G27190|GLYMA14G37350|GLYMA18G06950|GLYMA18G43210	ORGLA07G0217700|ORGLA11G0003400|ORGLA11G0004300|ORGLA12G0000200	OS03G0290300|OS07G0693800|OS11G0104400|OS12G0104400	POPTR_0001s25980|POPTR_0006s10250|POPTR_0008s06960|POPTR_0010s19510|POPTR_0016s12490	Sb01g038500|Sb02g043980|Sb05g000390|Sb05g000400|Sb08g000430|Sb08g000460	Vv06s0004g06720|Vv06s0004g06730|Vv08s0105g00430|Vv13s0067g01120	GRMZM2G074401|GRMZM2G128971|GRMZM2G129209|GRMZM2G354558
Omega-3 linoleate desaturase (EC 1.14.19.-)	fgenesh2_kg.4__967__AT2G29980.1	AT2G29980			GLYMA02G39230|GLYMA11G27190|GLYMA14G37350|GLYMA18G06950	ORGLA11G0004300		POPTR_0001s25980	Sb05g000390|Sb05g000400|Sb08g000460	Vv06s0004g06720|Vv06s0004g06730	GRMZM2G354558
Omega-6 fatty acid desaturase (EC 1.14.19.-)	fgenesh2_kg.3__1269__AT3G12120.1|fgenesh2_kg.7__1086__AT4G30950.1	AT3G12120|AT4G30950	BRADI3G36920|BRADI3G53370	CHLREDRAFT_135825|CHLREDRAFT_56668	GLYMA02G36460|GLYMA03G30070|GLYMA06G38425|GLYMA09G14365|GLYMA09G17170|GLYMA10G20450|GLYMA10G42470|GLYMA15G23200|GLYMA17G08220|GLYMA19G32930|GLYMA19G32940|GLYMA20G24530	ORGLA02G0257400|ORGLA07G0098900|ORGLA07G0099000|ORGLA08G0140900	OS02G0716500|OS07G0416900|OS07G0417200|OS08G0440900	POPTR_0001s04990|POPTR_0001s05000|POPTR_0001s05020|POPTR_0006s19920|POPTR_0006s20640|POPTR_0016s04550|POPTR_0018s11710	Sb02g003840|Sb04g029900|Sb04g029920|Sb07g021640	Vv06s0004g01250|Vv08s0007g06450|Vv11s0016g00130	GRMZM2G064701|GRMZM2G078569|GRMZM2G161792|GRMZM2G169240|GRMZM2G169261
Omega-6 oleate desaturase (EC 1.14.19.-)	fgenesh2_kg.3__1269__AT3G12120.1	AT3G12120	BRADI3G53370	CHLREDRAFT_135825	GLYMA03G30070|GLYMA06G38425|GLYMA09G14365|GLYMA09G17170|GLYMA10G20450|GLYMA10G42470|GLYMA15G23200|GLYMA19G32930|GLYMA19G32940|GLYMA20G24530	ORGLA02G0257400|ORGLA07G0098900|ORGLA07G0099000	OS02G0716500|OS07G0416900|OS07G0417200	POPTR_0001s04990|POPTR_0001s05000|POPTR_0001s05020|POPTR_0006s20640|POPTR_0016s04550	Sb02g003840|Sb04g029900|Sb04g029920	Vv06s0004g01250|Vv08s0007g06450	GRMZM2G064701|GRMZM2G161792|GRMZM2G169240|GRMZM2G169261
Ornithine aminotransferase (EC 2.6.1.13)	fgenesh2_kg.8__172__AT5G46180.1	AT5G46180	BRADI1G13827	CHLREDRAFT_195386	GLYMA05G27360|GLYMA08G10340	ORGLA03G0254900	OS03G0643300	POPTR_0011s02390	Sb01g013600	Vv10s0003g03870	GRMZM2G080828
Ornithine carbamoyltransferase (EC 2.1.3.3)	fgenesh2_kg.2__1808__AT1G75330.1	AT1G75330	BRADI3G52727	CHLREDRAFT_188762	GLYMA04G03276|GLYMA06G03361	ORGLA02G0252200	OS02G0704800	POPTR_0002s03510|POPTR_0005s25100	Sb04g030600	Vv18s0001g12780	GRMZM2G046748|GRMZM2G050371|GRMZM2G062142
Orotate phosphoribosyltransferase (EC 2.4.2.10)	scaffold_502558.1	AT3G54470	BRADI2G60926|BRADI2G60932	CHLREDRAFT_116267	GLYMA11G21530|GLYMA13G26870|GLYMA15G37883|GLYMA17G01620|GLYMA20G01865|GLYMA20G02051	ORGLA01G0378900|ORGLA01G0379000	OS01G0951200|OS01G0951400	POPTR_0001s06360|POPTR_0003s19810	Sb01g031695|Sb03g045930|Sb03g045940|Sb06g011762|Sb07g024275	Vv13s0139g00170	GRMZM2G109472|GRMZM2G301172|GRMZM2G367026
